Area;Year;GDP per capita - with interpolations;Type of data;Data period;Longer description;Growth linked to which year;If use region or neighbor - what is used;Source ;Source notes;Other notes;Adjustments of data;Regional average multiplied with spread-ot factor;Other footnotes;Other footnotes;Other footnotes
Albania;1952;1 601;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1953;1 666;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1954;1 715;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1955;1 807;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1956;1 825;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1957;1 942;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1958;2 030;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1959;2 113;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1960;2 220;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1961;2 239;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1962;2 313;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1963;2 392;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1964;2 474;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1965;2 564;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1966;2 660;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1967;2 760;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1968;2 860;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1969;2 957;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1970;3 066;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1971;3 189;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1972;3 313;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1973;3 478;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1974;3 491;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1975;3 504;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1976;3 518;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1977;3 533;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1978;3 549;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1979;3 567;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1980;3 592;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1981;3 611;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1982;3 631;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1983;3 652;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1984;3 673;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1985;3 692;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1986;3 716;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1987;3 739;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1988;3 763;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1989;3 791;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1990;3 825;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1991;2 718;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1992;2 497;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1993;2 717;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1994;2 919;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1995;3 286;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1996;3 570;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1997;3 193;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1998;3 585;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;1999;3 928;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;2000;4 195;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;2001;4 476;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;2002;4 604;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;2003;4 855;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;2004;5 115;Growth, national;1870-2005;;;;Maddison on-line.;;;;;;;
Albania;2005;5 369;Level.;2005;;;;ICP.;;;;;;;
Albania;2006;5 652;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Albania;2007;5 958;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Albania;2008;6 366;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Albania;2009;6 551;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Albania;2010;6 746;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Albania;2011;6 914;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Albania;2012;6 969;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Albania;2013;7 059;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Albania;2014;7 200;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Albania;2015;7 343;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Albania;2016;7 489;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Albania;2017;7 638;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Albania;2018;7 790;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Algeria;1800;766;Interpolated.;1800;;;;Interpolation with constant growth - between 1820 and an earlier year (not necessarily included in this data set).;;;;;;;
Algeria;1801;766;Interpolated.;;;;;;;;;;;;
Algeria;1802;766;Interpolated.;;;;;;;;;;;;
Algeria;1803;766;Interpolated.;;;;;;;;;;;;
Algeria;1804;766;Interpolated.;;;;;;;;;;;;
Algeria;1805;766;Interpolated.;;;;;;;;;;;;
Algeria;1806;766;Interpolated.;;;;;;;;;;;;
Algeria;1807;766;Interpolated.;;;;;;;;;;;;
Algeria;1808;766;Interpolated.;;;;;;;;;;;;
Algeria;1809;766;Interpolated.;;;;;;;;;;;;
Algeria;1810;766;Interpolated.;;;;;;;;;;;;
Algeria;1811;766;Interpolated.;;;;;;;;;;;;
Algeria;1812;766;Interpolated.;;;;;;;;;;;;
Algeria;1813;766;Interpolated.;;;;;;;;;;;;
Algeria;1814;766;Interpolated.;;;;;;;;;;;;
Algeria;1815;766;Interpolated.;;;;;;;;;;;;
Algeria;1816;766;Interpolated.;;;;;;;;;;;;
Algeria;1817;766;Interpolated.;;;;;;;;;;;;
Algeria;1818;766;Interpolated.;;;;;;;;;;;;
Algeria;1819;766;Interpolated.;;;;;;;;;;;;
Algeria;1820;766;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1821;774;Interpolated.;;;;;;;;;;;;
Algeria;1822;782;Interpolated.;;;;;;;;;;;;
Algeria;1823;790;Interpolated.;;;;;;;;;;;;
Algeria;1824;798;Interpolated.;;;;;;;;;;;;
Algeria;1825;806;Interpolated.;;;;;;;;;;;;
Algeria;1826;814;Interpolated.;;;;;;;;;;;;
Algeria;1827;822;Interpolated.;;;;;;;;;;;;
Algeria;1828;831;Interpolated.;;;;;;;;;;;;
Algeria;1829;839;Interpolated.;;;;;;;;;;;;
Algeria;1830;848;Interpolated.;;;;;;;;;;;;
Algeria;1831;856;Interpolated.;;;;;;;;;;;;
Algeria;1832;865;Interpolated.;;;;;;;;;;;;
Algeria;1833;874;Interpolated.;;;;;;;;;;;;
Algeria;1834;883;Interpolated.;;;;;;;;;;;;
Algeria;1835;892;Interpolated.;;;;;;;;;;;;
Algeria;1836;901;Interpolated.;;;;;;;;;;;;
Algeria;1837;910;Interpolated.;;;;;;;;;;;;
Algeria;1838;920;Interpolated.;;;;;;;;;;;;
Algeria;1839;929;Interpolated.;;;;;;;;;;;;
Algeria;1840;938;Interpolated.;;;;;;;;;;;;
Algeria;1841;948;Interpolated.;;;;;;;;;;;;
Algeria;1842;958;Interpolated.;;;;;;;;;;;;
Algeria;1843;967;Interpolated.;;;;;;;;;;;;
Algeria;1844;977;Interpolated.;;;;;;;;;;;;
Algeria;1845;987;Interpolated.;;;;;;;;;;;;
Algeria;1846;997;Interpolated.;;;;;;;;;;;;
Algeria;1847;1 008;Interpolated.;;;;;;;;;;;;
Algeria;1848;1 018;Interpolated.;;;;;;;;;;;;
Algeria;1849;1 028;Interpolated.;;;;;;;;;;;;
Algeria;1850;1 039;Interpolated.;;;;;;;;;;;;
Algeria;1851;1 049;Interpolated.;;;;;;;;;;;;
Algeria;1852;1 060;Interpolated.;;;;;;;;;;;;
Algeria;1853;1 071;Interpolated.;;;;;;;;;;;;
Algeria;1854;1 082;Interpolated.;;;;;;;;;;;;
Algeria;1855;1 093;Interpolated.;;;;;;;;;;;;
Algeria;1856;1 104;Interpolated.;;;;;;;;;;;;
Algeria;1857;1 115;Interpolated.;;;;;;;;;;;;
Algeria;1858;1 127;Interpolated.;;;;;;;;;;;;
Algeria;1859;1 138;Interpolated.;;;;;;;;;;;;
Algeria;1860;1 150;Interpolated.;;;;;;;;;;;;
Algeria;1861;1 162;Interpolated.;;;;;;;;;;;;
Algeria;1862;1 173;Interpolated.;;;;;;;;;;;;
Algeria;1863;1 185;Interpolated.;;;;;;;;;;;;
Algeria;1864;1 198;Interpolated.;;;;;;;;;;;;
Algeria;1865;1 210;Interpolated.;;;;;;;;;;;;
Algeria;1866;1 222;Interpolated.;;;;;;;;;;;;
Algeria;1867;1 235;Interpolated.;;;;;;;;;;;;
Algeria;1868;1 247;Interpolated.;;;;;;;;;;;;
Algeria;1869;1 260;Interpolated.;;;;;;;;;;;;
Algeria;1870;1 273;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1871;1 287;Interpolated.;;;;;;;;;;;;
Algeria;1872;1 302;Interpolated.;;;;;;;;;;;;
Algeria;1873;1 317;Interpolated.;;;;;;;;;;;;
Algeria;1874;1 332;Interpolated.;;;;;;;;;;;;
Algeria;1875;1 347;Interpolated.;;;;;;;;;;;;
Algeria;1876;1 362;Interpolated.;;;;;;;;;;;;
Algeria;1877;1 378;Interpolated.;;;;;;;;;;;;
Algeria;1878;1 393;Interpolated.;;;;;;;;;;;;
Algeria;1879;1 409;Interpolated.;;;;;;;;;;;;
Algeria;1880;1 425;Interpolated.;;;;;;;;;;;;
Algeria;1881;1 442;Interpolated.;;;;;;;;;;;;
Algeria;1882;1 458;Interpolated.;;;;;;;;;;;;
Algeria;1883;1 475;Interpolated.;;;;;;;;;;;;
Algeria;1884;1 491;Interpolated.;;;;;;;;;;;;
Algeria;1885;1 508;Interpolated.;;;;;;;;;;;;
Algeria;1886;1 525;Interpolated.;;;;;;;;;;;;
Algeria;1887;1 543;Interpolated.;;;;;;;;;;;;
Algeria;1888;1 560;Interpolated.;;;;;;;;;;;;
Algeria;1889;1 578;Interpolated.;;;;;;;;;;;;
Algeria;1890;1 596;Interpolated.;;;;;;;;;;;;
Algeria;1891;1 614;Interpolated.;;;;;;;;;;;;
Algeria;1892;1 633;Interpolated.;;;;;;;;;;;;
Algeria;1893;1 651;Interpolated.;;;;;;;;;;;;
Algeria;1894;1 670;Interpolated.;;;;;;;;;;;;
Algeria;1895;1 689;Interpolated.;;;;;;;;;;;;
Algeria;1896;1 708;Interpolated.;;;;;;;;;;;;
Algeria;1897;1 728;Interpolated.;;;;;;;;;;;;
Algeria;1898;1 747;Interpolated.;;;;;;;;;;;;
Algeria;1899;1 767;Interpolated.;;;;;;;;;;;;
Algeria;1900;1 787;Interpolated.;;;;;;;;;;;;
Algeria;1901;1 808;Interpolated.;;;;;;;;;;;;
Algeria;1902;1 828;Interpolated.;;;;;;;;;;;;
Algeria;1903;1 849;Interpolated.;;;;;;;;;;;;
Algeria;1904;1 870;Interpolated.;;;;;;;;;;;;
Algeria;1905;1 891;Interpolated.;;;;;;;;;;;;
Algeria;1906;1 913;Interpolated.;;;;;;;;;;;;
Algeria;1907;1 935;Interpolated.;;;;;;;;;;;;
Algeria;1908;1 957;Interpolated.;;;;;;;;;;;;
Algeria;1909;1 979;Interpolated.;;;;;;;;;;;;
Algeria;1910;2 002;Interpolated.;;;;;;;;;;;;
Algeria;1911;2 024;Interpolated.;;;;;;;;;;;;
Algeria;1912;2 047;Interpolated.;;;;;;;;;;;;
Algeria;1913;2 071;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1914;2 080;Interpolated.;;;;;;;;;;;;
Algeria;1915;2 089;Interpolated.;;;;;;;;;;;;
Algeria;1916;2 098;Interpolated.;;;;;;;;;;;;
Algeria;1917;2 107;Interpolated.;;;;;;;;;;;;
Algeria;1918;2 116;Interpolated.;;;;;;;;;;;;
Algeria;1919;2 125;Interpolated.;;;;;;;;;;;;
Algeria;1920;2 134;Interpolated.;;;;;;;;;;;;
Algeria;1921;2 143;Interpolated.;;;;;;;;;;;;
Algeria;1922;2 153;Interpolated.;;;;;;;;;;;;
Algeria;1923;2 162;Interpolated.;;;;;;;;;;;;
Algeria;1924;2 171;Interpolated.;;;;;;;;;;;;
Algeria;1925;2 181;Interpolated.;;;;;;;;;;;;
Algeria;1926;2 190;Interpolated.;;;;;;;;;;;;
Algeria;1927;2 200;Interpolated.;;;;;;;;;;;;
Algeria;1928;2 209;Interpolated.;;;;;;;;;;;;
Algeria;1929;2 219;Interpolated.;;;;;;;;;;;;
Algeria;1930;2 228;Interpolated.;;;;;;;;;;;;
Algeria;1931;2 238;Interpolated.;;;;;;;;;;;;
Algeria;1932;2 248;Interpolated.;;;;;;;;;;;;
Algeria;1933;2 257;Interpolated.;;;;;;;;;;;;
Algeria;1934;2 267;Interpolated.;;;;;;;;;;;;
Algeria;1935;2 277;Interpolated.;;;;;;;;;;;;
Algeria;1936;2 287;Interpolated.;;;;;;;;;;;;
Algeria;1937;2 297;Interpolated.;;;;;;;;;;;;
Algeria;1938;2 307;Interpolated.;;;;;;;;;;;;
Algeria;1939;2 317;Interpolated.;;;;;;;;;;;;
Algeria;1940;2 327;Interpolated.;;;;;;;;;;;;
Algeria;1941;2 337;Interpolated.;;;;;;;;;;;;
Algeria;1942;2 347;Interpolated.;;;;;;;;;;;;
Algeria;1943;2 357;Interpolated.;;;;;;;;;;;;
Algeria;1944;2 367;Interpolated.;;;;;;;;;;;;
Algeria;1945;2 377;Interpolated.;;;;;;;;;;;;
Algeria;1946;2 388;Interpolated.;;;;;;;;;;;;
Algeria;1947;2 398;Interpolated.;;;;;;;;;;;;
Algeria;1948;2 408;Interpolated.;;;;;;;;;;;;
Algeria;1949;2 419;Interpolated.;;;;;;;;;;;;
Algeria;1950;2 429;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1951;2 398;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1952;2 449;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1953;2 436;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1954;2 558;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1955;2 572;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1956;2 764;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1957;3 014;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1958;3 060;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1959;3 548;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1960;3 717;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1961;3 203;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1962;2 551;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1963;3 147;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1964;3 214;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1965;3 328;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1966;3 071;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1967;3 247;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1968;3 520;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1969;3 748;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1970;4 004;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1971;3 559;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1972;4 183;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1973;4 195;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1974;4 321;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1975;4 489;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1976;4 643;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1977;4 910;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1978;5 373;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1979;5 682;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1980;5 610;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1981;5 573;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1982;5 745;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1983;5 854;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1984;5 987;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1985;6 107;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1986;5 876;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1987;5 681;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1988;5 416;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1989;5 458;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1990;5 245;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1991;5 061;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1992;5 023;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1993;4 800;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1994;4 653;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1995;4 732;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1996;4 824;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1997;4 797;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1998;4 965;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;1999;5 049;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;2000;5 099;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;2001;5 156;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;2002;5 288;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;2003;5 577;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;2004;5 791;Growth, national;1820-2005;;;;Maddison on-line.;;;;;;;
Algeria;2005;6 011;Level.;2005;;;;ICP estimate - model 6.;;;;;;;
Algeria;2006;6 022;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Algeria;2007;6 134;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Algeria;2008;6 163;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Algeria;2009;6 174;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Algeria;2010;6 301;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Algeria;2011;6 355;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Algeria;2012;6 419;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Algeria;2013;6 535;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Algeria;2014;6 659;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Algeria;2015;6 797;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Algeria;2016;6 948;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Algeria;2017;7 108;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Algeria;2018;7 274;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
American Samoa;1800;674;Extrapolated.;1800;;;;Extrapolation - we use the value for 1820.;;;;;;;
American Samoa;1801;674;Interpolated.;;;;;;;;;;;;
American Samoa;1802;674;Interpolated.;;;;;;;;;;;;
American Samoa;1803;674;Interpolated.;;;;;;;;;;;;
American Samoa;1804;674;Interpolated.;;;;;;;;;;;;
American Samoa;1805;674;Interpolated.;;;;;;;;;;;;
American Samoa;1806;674;Interpolated.;;;;;;;;;;;;
American Samoa;1807;674;Interpolated.;;;;;;;;;;;;
American Samoa;1808;674;Interpolated.;;;;;;;;;;;;
American Samoa;1809;674;Interpolated.;;;;;;;;;;;;
American Samoa;1810;674;Interpolated.;;;;;;;;;;;;
American Samoa;1811;674;Interpolated.;;;;;;;;;;;;
American Samoa;1812;674;Interpolated.;;;;;;;;;;;;
American Samoa;1813;674;Interpolated.;;;;;;;;;;;;
American Samoa;1814;674;Interpolated.;;;;;;;;;;;;
American Samoa;1815;674;Interpolated.;;;;;;;;;;;;
American Samoa;1816;674;Interpolated.;;;;;;;;;;;;
American Samoa;1817;674;Interpolated.;;;;;;;;;;;;
American Samoa;1818;674;Interpolated.;;;;;;;;;;;;
American Samoa;1819;674;Interpolated.;;;;;;;;;;;;
American Samoa;1820;674;Level from regional average, multiplied with spread-out factor.;1820;;;"""23 small East Asian countries""";Maddison on-line.;;;Gapminder model 2 (based on the GDP per capita of Maddison). ;Spread-out factor: 1;Spread-out factor based on: Purely random.;;
American Samoa;1821;677;Interpolated.;;;;;;;;;;;;
American Samoa;1822;679;Interpolated.;;;;;;;;;;;;
American Samoa;1823;681;Interpolated.;;;;;;;;;;;;
American Samoa;1824;683;Interpolated.;;;;;;;;;;;;
American Samoa;1825;685;Interpolated.;;;;;;;;;;;;
American Samoa;1826;688;Interpolated.;;;;;;;;;;;;
American Samoa;1827;690;Interpolated.;;;;;;;;;;;;
American Samoa;1828;692;Interpolated.;;;;;;;;;;;;
American Samoa;1829;694;Interpolated.;;;;;;;;;;;;
American Samoa;1830;697;Interpolated.;;;;;;;;;;;;
American Samoa;1831;699;Interpolated.;;;;;;;;;;;;
American Samoa;1832;701;Interpolated.;;;;;;;;;;;;
American Samoa;1833;703;Interpolated.;;;;;;;;;;;;
American Samoa;1834;706;Interpolated.;;;;;;;;;;;;
American Samoa;1835;708;Interpolated.;;;;;;;;;;;;
American Samoa;1836;710;Interpolated.;;;;;;;;;;;;
American Samoa;1837;713;Interpolated.;;;;;;;;;;;;
American Samoa;1838;715;Interpolated.;;;;;;;;;;;;
American Samoa;1839;717;Interpolated.;;;;;;;;;;;;
American Samoa;1840;720;Interpolated.;;;;;;;;;;;;
American Samoa;1841;722;Interpolated.;;;;;;;;;;;;
American Samoa;1842;724;Interpolated.;;;;;;;;;;;;
American Samoa;1843;727;Interpolated.;;;;;;;;;;;;
American Samoa;1844;729;Interpolated.;;;;;;;;;;;;
American Samoa;1845;731;Interpolated.;;;;;;;;;;;;
American Samoa;1846;734;Interpolated.;;;;;;;;;;;;
American Samoa;1847;736;Interpolated.;;;;;;;;;;;;
American Samoa;1848;739;Interpolated.;;;;;;;;;;;;
American Samoa;1849;741;Interpolated.;;;;;;;;;;;;
American Samoa;1850;743;Interpolated.;;;;;;;;;;;;
American Samoa;1851;746;Interpolated.;;;;;;;;;;;;
American Samoa;1852;748;Interpolated.;;;;;;;;;;;;
American Samoa;1853;751;Interpolated.;;;;;;;;;;;;
American Samoa;1854;753;Interpolated.;;;;;;;;;;;;
American Samoa;1855;755;Interpolated.;;;;;;;;;;;;
American Samoa;1856;758;Interpolated.;;;;;;;;;;;;
American Samoa;1857;760;Interpolated.;;;;;;;;;;;;
American Samoa;1858;763;Interpolated.;;;;;;;;;;;;
American Samoa;1859;765;Interpolated.;;;;;;;;;;;;
American Samoa;1860;768;Interpolated.;;;;;;;;;;;;
American Samoa;1861;770;Interpolated.;;;;;;;;;;;;
American Samoa;1862;773;Interpolated.;;;;;;;;;;;;
American Samoa;1863;775;Interpolated.;;;;;;;;;;;;
American Samoa;1864;778;Interpolated.;;;;;;;;;;;;
American Samoa;1865;780;Interpolated.;;;;;;;;;;;;
American Samoa;1866;783;Interpolated.;;;;;;;;;;;;
American Samoa;1867;785;Interpolated.;;;;;;;;;;;;
American Samoa;1868;788;Interpolated.;;;;;;;;;;;;
American Samoa;1869;791;Interpolated.;;;;;;;;;;;;
American Samoa;1870;793;Interpolated.;;;;;;;;;;;;
American Samoa;1871;796;Interpolated.;;;;;;;;;;;;
American Samoa;1872;798;Interpolated.;;;;;;;;;;;;
American Samoa;1873;801;Interpolated.;;;;;;;;;;;;
American Samoa;1874;804;Interpolated.;;;;;;;;;;;;
American Samoa;1875;806;Interpolated.;;;;;;;;;;;;
American Samoa;1876;809;Interpolated.;;;;;;;;;;;;
American Samoa;1877;811;Interpolated.;;;;;;;;;;;;
American Samoa;1878;814;Interpolated.;;;;;;;;;;;;
American Samoa;1879;817;Interpolated.;;;;;;;;;;;;
American Samoa;1880;819;Interpolated.;;;;;;;;;;;;
American Samoa;1881;822;Interpolated.;;;;;;;;;;;;
American Samoa;1882;825;Interpolated.;;;;;;;;;;;;
American Samoa;1883;827;Interpolated.;;;;;;;;;;;;
American Samoa;1884;830;Interpolated.;;;;;;;;;;;;
American Samoa;1885;833;Interpolated.;;;;;;;;;;;;
American Samoa;1886;835;Interpolated.;;;;;;;;;;;;
American Samoa;1887;838;Interpolated.;;;;;;;;;;;;
American Samoa;1888;841;Interpolated.;;;;;;;;;;;;
American Samoa;1889;844;Interpolated.;;;;;;;;;;;;
American Samoa;1890;846;Interpolated.;;;;;;;;;;;;
American Samoa;1891;849;Interpolated.;;;;;;;;;;;;
American Samoa;1892;852;Interpolated.;;;;;;;;;;;;
American Samoa;1893;855;Interpolated.;;;;;;;;;;;;
American Samoa;1894;857;Interpolated.;;;;;;;;;;;;
American Samoa;1895;860;Interpolated.;;;;;;;;;;;;
American Samoa;1896;863;Interpolated.;;;;;;;;;;;;
American Samoa;1897;866;Interpolated.;;;;;;;;;;;;
